Opportunity ID,Opportunity Name,Account ID,Account Name,Opportunity Owner,Department,Service Line,Stage,Probability (%),Amount,Currency,Created Date,Expected Close Date,Actual Close Date,Loss Reason,Lead Source,Last Activity Date,Last Modified
OPP-569,Castellan Precision - AI & GenAI Solutions,ACC-10186,Castellan Precision Sp. z o.o.,Katarzyna Nowak,Data and AI,AI & GenAI Solutions,5 - Closed Won,100,929600,PLN,2024-07-30,2024-12-21,2024-12-20,,Event / Webinar,2024-12-20,2024-12-20 17:00:00
OPP-285,Brightwater Bank - Managed Cloud Services,ACC-10142,Brightwater Bank S.A.,Mateo López,Cloud & Infra,Managed Cloud Services,Lost,0,92000,EUR,2024-06-01,2024-12-19,2024-06-20,Not qualified,Outbound - SDR,2024-06-20,2024-06-20 18:20:45
OPP-699,Harbour Institute - SAP S/4HANA Implementation,ACC-10036,Harbour Institute S.A.,Paolo Conti,ERP & Business Apps,SAP S/4HANA Implementation,Closed Lost,0%,661500,EUR,2024-08-30,2025-07-14,2024-09-23,No Decision / Stalled,Event / Webinar,2024-09-23,2024-09-23 17:00:00
OPP-182,Delta Components - Analytics & BI,ACC-10567,Delta Components SAS,Hugo Laurent  ,Data & AI,Analytics & BI,Won,100,37500,EUR,2024-05-10,2024-08-29,2024-07-12,,Partner Referral,2024-07-12,2024-07-12 17:29:29
OPP-864,Quadra Motorenwerk - Cloud Migration,ACC-10453,Quadra Motorenwerk AG,Lukas Schneider,Cloud & Infrastructure,Cloud Migration,closed lost,0%,422500,EUR,2024-10-03,2025-02-20,2024-11-26,,Hyperscaler Co-sell,2024-11-26,2024-11-26 17:00:00
OPP-952,Estrella Finance - Security Assessment,ACC-10056,Estrella Finance S.A.,Jan Kowalski,cybersecurity,Security Assessment,closed lost,0%,110400,PLN,2024-10-22,2025-04-12,2025-02-11,Lost to Competitor,Partner Referral,2025-02-11,2025-02-11 17:12:53
OPP-875,Invicta Agency - Application Support,ACC-10352,Invicta Agency Oyj,Sven Johansson,ERP & Business Apps,,Closed Lost,0,150500,EUR,2024-10-05,2024-12-01,2024-10-31,No Decision / Stalled,Outbound - SDR,2024-10-31,2024-10-31 23:12:37
OPP-95,Umbria Invest - Data Platform Modernisation,ACC-10423,Umbria Invest Ltd,Ethan Clarke,Data & AI,Data Platform Modernisation,Closed Lost,0%,96 000,EUR,2024-04-22,2024-09-08,2024-04-28,no budget,Outbound - SDR,2024-04-28,2024-04-28 17:00:00
OPP-752,Vektor Shipping - Application Support,ACC-10306,Vektor Shipping SAS,Camille Bernard,ERP,Application Support,closed lost,0,153000,EUR,2024-09-09,2024-12-16,2024-11-24,Lost to Competitor,Event,2024-11-24,2024-11-24 21:17:25
OPP-37,Invicta Agency - DevOps & Platform Engineering,ACC-10352,Invicta Agency Oyj,freja nielsen,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Lost,0,54500,EUR,2024-04-08,2024-09-10,2024-08-09,Lost to Competitor,Outbound,09/08/2024,2024-08-09 19:38:25
OPP-116,Tamsin Grid - Data Platform Modernisation,ACC-10192,Tamsin Grid Ltd,Ethan Clarke,Data & AI,,Lost,,114 000,GBP,2024-04-26,2024-09-05,2024-05-10,Not a Fit,Hyperscaler Co-sell,2024-05-10,2024-05-10 17:00:00
OPP-594,Corvina Biotech - Identity & Access Management,ACC-10242,Corvina Biotech Ltd,"Barker, Tom",Cybersecurity,Identity & Access Management,closed lost,0,236400,GBP,2024-08-03,2025-02-19,2024-09-17,No Budget,Partner Referral,2024-09-17,2024-09-17 17:00:00
OPP-206,Saxon Assurance - AI & GenAI Solutions,ACC-10640,Saxon Assurance Sp. z o.o.,Katarzyna Nowak,Data & AI,AI & GenAI Solutions,Closed Lost,0%,1411400,PLN,2024-05-16,2024-12-22,2024-09-29,Scope Reduced / In-house,Outbound,2024-09-29,2024-09-29 17:00:00
OPP-269,Stellaris Energy - DevOps & Platform Engineering,ACC-10098,Stellaris Energy ApS,Freja Nielsen,CLOUD,DevOps & Platform Engineering,Closed Lost,0,3215800,DKK,2024-05-30,2024-10-09,2024-06-30,No Decision / Stalled,Hyperscaler Co-sell,2024-06-30,2024-06-30 17:00:00
OPP-210,Tauern Assurance - Identity & Access Management,ACC-10124,Tauern Assurance S.A.,Isabel Ferreira,Cyber Security,Identity & Access Management,Closed Won,100%,236000.00,EUR,2024-05-16,2024-12-24,2024-09-24,,Referral,2024-09-24,2024-09-24 19:51:40
OPP-784,Bergmann Industries - Salesforce Implementation,ACC-10168,Bergmann Industries S.A.,L. Fischer,ERP & Business Apps,Salesforce Implementation,Closed Won,100%,1354900,PLN,2024-09-17,2024-11-25,,,SDR,2024-12-01,2024-12-01 17:00:00
OPP-949,Karlsson Automotive - Analytics & BI,ACC-10619,Karlsson Automotive Lda,Marco Rossi,Data&AI,,Lost,0,95500,eur,2024-10-21,2025-02-28,2025-03-17,Timing / Postponed,Outbound - SDR,2025-03-17,2025-03-17 19:19:12
OPP-848,Stellaris Medical - Security Assessment,ACC-10350,Stellaris Medical S.à r.l.,Sara Andersson,Cybersecurity,,Closed Lost,0,9500,EUR,2024-09-29,2025-03-26,2024-12-07,No Decision / Stalled,Inbound - Website,2024-12-07,2024-12-07 17:00:00
OPP-233,Fontaine Industries - SAP S/4HANA Implementation,ACC-10695,Fontaine Industries AB,Sven Johansson,ERP & Business Apps,SAP S/4HANA Implementation,Closed Lost,0,370000,EUR,2024-05-21,2024-08-12,2024-08-12,No Budget,Co-sell,12/08/2024,2024-08-12 17:00:00
OPP-110,Saxon Clinics - Application Support,ACC-10499,Saxon Clinics SA,"Bernard, Camille",ERP & Business Apps,Application Support,Closed Lost,0,197000,EUR,2024-04-25,2024-07-28,2024-08-03,Doing in-house,Webinar,2024-08-03,2024-08-03 17:00:00
OPP-868,Pionier Components - Analytics & BI,ACC-10420,Pionier Components GmbH,Anna Müller,Data & AI,Analytics & BI,Closed Lost,0,41500,eur,2024-10-04,2025-03-05,2024-12-22,No Decision / Stalled,Webinar,2024-12-22,2024-12-22 17:00:00
OPP-556,Fontaine Precision - AI & GenAI Solutions,ACC-10005,Fontaine Precision Oyj,Mikael Lindqvist,Data & AI,AI & GenAI Solutions,5 - Closed Won,,98000,EUR,2024-07-26,2024-10-07,2024-10-02,,Inbound - Website,2024-10-02,2024-10-02 17:00:00
OPP-812,Orion Automotive - SAP S/4HANA Implementation,ACC-10435,Orion Automotive S.A.,Paolo Conti,ERP & Apps,SAP S/4HANA Implementation,Lost,0,830500,,2024-09-22,2025-01-02,2025-01-25,No Budget,Event / Webinar,2025-01-25,2025-01-25 17:00:00
OPP-674,Gallway Foods - Application Support,ACC-10762,Gallway Foods AG,Julia Hoffmann,ERP & Business Apps,Application Support,Closed Won,100%,189300,CHF,2024-08-22,2024-11-27,2024-09-24,,Event / Webinar,2024-09-24,2024-09-24 18:51:52
OPP-60,Lumen Capital - Managed SOC,ACC-10476,Lumen Capital S.A.,"Kowalski, Jan",Cyber,Managed SOC,Closed Won,100%,790900,PLN,2024-04-14,2024-10-30,2024-11-13,,Inbound - Website,2024-11-13,2024-11-13 17:00:00
OPP-144,Granite Invest - Security Assessment,ACC-10691,Granite Invest Ltd,Tom Barker,Cyber,Security Assessment,Closed - Lost,0%,17800.00,GBP,2024-05-02,2024-08-23,2024-06-11,No fit,Hyperscaler Co-sell,2024-06-11,2024-06-11 17:00:00
OPP-667,Lumen Components - DevOps & Platform Engineering,ACC-10524,Lumen Components S.A.,Tomáš Novák,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Lost,0,417000,PLN,2024-08-21,2025-01-06,2024-09-16,Stalled,Website,2024-09-16,2024-09-16 17:00:00
OPP-704,Oakridge Assurance - AI & GenAI Solutions,ACC-10622,Oakridge Assurance A/S,Mikael Lindqvist,Data & AI,AI & GenAI Solutions,5 - Closed Won,100,1327200,DKK,2024-08-31,2024-12-23,2025-03-31,,Event / Webinar,2025-03-31,2025-03-31 17:00:00
OPP-751,Delta Medical - Identity & Access Management,ACC-10016,Delta Medical Ltd,Tom Barker,Cybersecurity,Identity & Access Management,closed lost,0,"£83,700",GBP,2024-09-09,2024-12-13,2025-06-26,No Decision / Stalled,Website,2025-06-26,2025-06-26 17:00:00
OPP-710,Ysolde Transport - SAP S/4HANA Implementation,ACC-10654,Ysolde Transport AG,Julia Hoffmann,ERP & Business Apps,SAP S/4HANA Implementation,4 - Negotiation,95,412500,EUR,2024-09-01,08/12/2024,,,Outbound - SDR,2025-02-19,2025-02-16 03:56:36
OPP-754,Zentra Industries - Managed Cloud Services,ACC-10171,Zentra Industries SE,Lukas Schneider,Cloud & Infrastructure,Managed Cloud Services,Closed Won,100,134 500,EUR,2024-09-10,2025-01-31,12/01/2025,,Partner Referral,2025-01-12,2025-01-12 17:00:00
OPP-408,Tauern Transport - Data Platform Modernisation,ACC-10166,Tauern Transport plc,Ethan Clarke,Data & AI,Data Platform Modernisation,Closed Lost,0%,372500,EUR,2024-06-27,2024-10-03,2024-08-04,Lost to Competitor,Event / Webinar,2024-08-04,2024-08-04 22:17:31
OPP-857,Noord Agency - Security Assessment,ACC-10588,Noord Agency plc,Tom Barker,Cyber Security,Security Assessment,closed won,100%,33100,,2024-10-01,2025-02-05,2025-05-18,,Outbound - SDR,2025-05-18,2025-05-18 17:00:00
OPP-582,Bergmann Foods - Managed Cloud Services,ACC-10348,Bergmann Foods GmbH,Lukas Schneider,Cloud & Infrastructure,Managed Cloud Services,Closed Lost,0,112000,EUR,2024-08-01,2024-08-31,2024-09-28,Stalled,Event,2024-09-28,2024-09-28 17:00:00
OPP-927,Ysolde Brands - Data Platform Modernisation,ACC-10673,Ysolde Brands Lda,Marco Rossi,Data and AI,Data Platform Modernisation,Closed Lost,0,152000,EUR,2024-10-17,2024-12-20,2024-12-01,No Budget,Inbound - Website,2024-12-01,2024-12-01 18:05:30
OPP-17,Juniper Industries - Data Platform Modernisation,ACC-10557,Juniper Industries Sp. z o.o.,Katarzyna Nowak,DATA & AI,Data Platform Modernisation,Closed Lost,0%,5384300,PLN,2024-04-04,2024-09-06,2024-04-23,No Budget,Referral,2024-04-23,2024-04-23 20:56:08
OPP-349,Novara Authority - Data Platform Modernisation,ACC-10368,Novara Authority S.A.,Katarzyna Nowak  ,Data & AI,,Closed - Lost,0,2331600,PLN,2024-06-15,2024-10-19,2024-07-31,Not a Fit,Inbound - Website,2024-07-31,2024-07-31 17:00:00
OPP-392,Westbrook Power - Application Support,ACC-10765,Westbrook Power SA,camille bernard,ERP & Business Apps,Application Support,Closed Lost,0,125000.00,EUR,2024-06-22,2024-11-12,2024-07-04,Not a Fit,AWS/Azure Co-sell,2024-07-04,2024-07-04 17:00:00
OPP-340,Aurora Medical - Salesforce Implementation,ACC-10681,Aurora Medical Ltd,Grace Thompson,ERP & Business Apps,Salesforce Implementation,Won,100%,66800,GBP,2024-06-12,2024-11-20,2025-01-26,,Inbound - Website,2025-01-26,2025-01-26 22:20:21
OPP-498,Castellan Energy - Application Support,ACC-10675,Castellan Energy SA,Camille Bernard,ERP & Business Apps,Application Support,Closed Lost,0,"211,000.00",EUR,2024-07-15,2024-12-06,2024-09-28,No fit,SDR,2024-09-28,2024-09-28 17:00:00
OPP-522,Kestrel Medical - AI & GenAI Solutions,ACC-10210,Kestrel Medical SA,emma de vries,Data & AI,AI & GenAI Solutions,Closed - Lost,0,174000,€,2024-07-19,2024-12-08,2024-09-10,No Decision / Stalled,Inbound - Website,2024-09-10,2024-09-10 17:00:00
OPP-148,Valora Precision - Application Support,ACC-10357,Valora Precision plc,grace thompson,ERP & Business Apps,,Closed Lost,0,"129,600.00",GBP,2024-05-02,2024-11-20,2024-06-01,No decision,Partner Referral,2024-06-01,2024-06-01 17:00:00
OPP-331,Moselle Brands - Security Assessment,ACC-10441,Moselle Brands SA,David Moreau,Cyber,Security Assessment,Closed Won,100,44500,EUR,2024-06-11,2024-10-07,2024-10-02,,Partner Referral,2024-10-02,2024-10-02 19:29:19
OPP-348,Kronberg Municipal Services - Analytics & BI,ACC-10318,Kronberg Municipal Services Oyj,Mikael Lindqvist,Data & AI,,Lost,0%,173500,EUR,2024-06-14,2024-11-16,2025-07-09,Postponed,Outbound - SDR,2025-07-09,2025-07-09 17:00:00
OPP-132,Zephyr Assurance - Salesforce Implementation,ACC-10339,Zephyr Assurance AG,Julia Hoffmann,ERP & Business Apps,Salesforce Implementation,5 - Closed Won,100%,907000,EUR,2024-04-30,2024-08-21,2024-08-09,,Partner Referral,2024-08-09,2024-08-09 17:00:00
OPP-831,Dunmore Freight - SAP S/4HANA Implementation,ACC-10432,Dunmore Freight S.p.A.,Paolo Conti,ERP & Apps,SAP S/4HANA Implementation,Closed Won,100,294 500,,2024-09-26,2024-12-29,2025-05-26,,Partner Referral,2025-05-26,2025-05-26 17:00:00
OPP-272,Arcadia Renewables - AI & GenAI Solutions,ACC-10625,Arcadia Renewables SA,Hugo Laurent,Data & AI,AI & GenAI Solutions,Closed Lost,0,91000.00,EUR,2024-05-31,2024-09-18,2024-09-26,No Budget,Webinar,2024-09-26,2024-09-26 17:00:00
OPP-700,Valora Transport - Managed Cloud Services,ACC-10436,Valora Transport N.V.,Pieter Janssens,Cloud & Infrastructure,Managed Cloud Services,Closed - Lost,0%,198000,EUR,2024-08-30,2024-11-26,2024-10-05,Budget,Inbound - Website,2024-10-05,2024-10-05 17:00:00
OPP-786,Karlsson Freight - Salesforce Implementation,ACC-10676,Karlsson Freight B.V.,Lena Fischer,ERP & Apps,Salesforce Implementation,Won,100,78 000,EUR,2024-09-18,2024-12-24,2025-01-21,,Hyperscaler Co-sell,2025-01-21,2025-01-21 17:00:00
OPP-413,Corvina Industries - Analytics & BI,ACC-19003,CORVINA INDUSTRIES N.V.,emma de vries,Data & AI,Analytics & BI,Lost,0%,85000,EUR,2024-06-28,2024-10-22,2024-07-21,no budget,Outbound,2024-07-21,2024-07-21 17:00:00
OPP-833,Castellan Medical - Cloud Migration,ACC-10572,Castellan Medical Sp. z o.o.,Tomáš Novák,Cloud & Infrastructure,Cloud Migration,Closed Won,100,676400,PLN,2024-09-26,2024-11-30,2025-03-31,,Hyperscaler Co-sell,2025-03-31,2025-03-31 17:00:00
OPP-392,Westbrook Power - Application Support,ACC-10765,Westbrook Power SA,Camille Bernard,ERP & Business Apps,Application Support,Discovery,40,125000,EUR,2024-06-22,2024-11-12,,,Hyperscaler Co-sell,2024-07-04,2024-07-02 12:55:12
OPP-549,Karlsson Renewables - Analytics & BI,ACC-10489,Karlsson Renewables N.V.,Emma de Vries,Data & AI,Analytics & BI,Lost,0,90000,EUR,2024-07-24,2024-09-10,2024-12-11,Scope Reduced / In-house,Event / Webinar,2024-12-11,2024-12-11 17:00:00
OPP-251,Polaris Precision - Data Platform Modernisation,ACC-10702,Polaris Precision S.p.A.,Marco Rossi,Data&AI,Data Platform Modernisation,Closed Lost,0%,340500,EUR,2024-05-26,2024-12-08,2024-07-06,No Decision / Stalled,Outbound,2024-07-06,2024-07-06 17:00:00
OPP-87,Vektor Renewables - SAP S/4HANA Implementation,ACC-10526,Vektor Renewables DAC,Grace Thompson,ERP & Business Apps,SAP S/4HANA Implementation,Closed Won,100%,523500,EUR,2024-04-21,2024-10-12,2024-08-19,,Event / Webinar,2024-08-19,2024-08-19 18:04:35
OPP-961,Saxon Finance - Analytics & BI,ACC-10583,Saxon Finance SAS,Hugo Laurent,Data and AI,Analytics & BI,Closed - Lost,0,77000,EUR,2024-10-24,2025-02-24,2025-04-02,No Budget,Hyperscaler Co-sell,2025-04-02,2025-04-02 17:00:00
OPP-929,Wexford Assurance - Data Platform Modernisation,ACC-10009,Wexford Assurance GmbH,Anna Müller,Data & AI,Data Platform Modernisation,Lost,0,226500,EUR,2024-10-17,2025-02-15,2025-04-24,lost to competitor,Event / Webinar,2025-04-24,2025-04-24 17:00:00
OPP-189,Polaris Precision - Data Platform Modernisation,ACC-10702,Polaris Precision S.p.A.,Marco Rossi,DATA & AI,Data Platform Modernisation,closed won,100,157500,EUR,2024-05-12,2024-07-14,2024-09-05,,SDR,2024-09-05,2024-09-05 20:08:48
OPP-175,Nordwind Logistics - DevOps & Platform Engineering,ACC-10512,Nordwind Logistics AG,Lukas Schneider,Cloud & Infrastructure,DevOps & Platform Engineering,closed lost,0,116500,EUR,2024-05-08,2024-06-07,2024-06-28,No Decision / Stalled,AWS/Azure Co-sell,2024-06-28,2024-06-28 17:46:15
OPP-40,Alpenkraft Capital - Identity & Access Management,ACC-10055,ALPENKRAFT CAPITAL S.P.A.,Isabel Ferreira,Cyber,Identity & Access Management,Closed Won,100%,39000,EUR,2024-04-09,2024-08-28,2024-11-15,,Hyperscaler Co-sell,2024-11-15,2024-11-15 17:00:00
OPP-448,Falkner Pharma - Managed Cloud Services,ACC-10112,Falkner Pharma GmbH,Lukas Schneider,Cloud & Infra,Managed Cloud Services,Closed Lost,0%,304500,eur,2024-07-05,2024-11-10,2025-08-01,Timing / Postponed,Partner Referral,2025-08-01,2025-08-01 17:00:00
OPP-591,Polaris Power - Security Assessment,ACC-10597,Polaris Power S.A.,Isabel Ferreira  ,Cybersecurity,Security Assessment,Closed Won,100,10000,EUR,2024-08-02,2024-11-19,2024-11-13,,Outbound - SDR,2024-11-13,2024-11-13 17:00:00
OPP-62,Riviera Motorenwerk - Managed SOC,ACC-10610,Riviera Motorenwerk GmbH,Felix Wagner  ,cybersecurity,Managed SOC,Lost,0,355500,€,2024-04-15,2024-06-22,2024-06-12,No Budget,Website,2024-06-12,2024-06-12 17:00:00
OPP-631,Granite Authority - Analytics & BI,ACC-10094,Granite Authority Ltd,Niamh Walsh,Data & AI,Analytics & BI,Closed Lost,0,91400,GBP,2024-08-13,2025-03-04,2025-05-31,Price,Hyperscaler Co-sell,2025-05-31,2025-05-31 21:46:14
OPP-169,Delta Automotive - Identity & Access Management,ACC-10465,Delta Automotive Lda,Isabel Ferreira,Cybersecurity,Identity & Access Management,Closed Won,100%,171000,EUR,2024-05-07,2024-10-08,2024-09-23,,Event / Webinar,2024-09-23,2024-09-23 18:55:57
OPP-683,Stellaris Precision - Managed Cloud Services,ACC-10383,Stellaris Precision AG,Lukas Schneider,Cloud & Infra,Managed Cloud Services,closed lost,0,"€658,000",EUR,2024-08-25,2025-01-07,2024-11-04,Doing in-house,Hyperscaler Co-sell,2024-11-04,2024-11-04 22:09:07
OPP-136,Delta Consumer - DevOps & Platform Engineering,ACC-10608,DELTA CONSUMER AG,Lukas Schneider,Cloud & Infrastructure,DevOps & Platform Engineering,closed lost,0,43 000,EUR,2024-05-01,2024-08-26,2024-05-07,No Budget,Partner Referral,2024-05-07,2024-05-07 17:00:00
OPP-106,Vistula Automotive - Data Platform Modernisation,ACC-10230,Vistula Automotive S.A.,Katarzyna Nowak,Data & AI,Data Platform Modernisation,Lost,0,572 300,PLN,2024-04-24,2024-09-01,2024-10-10,,Outbound - SDR,2024-10-10,2024-10-10 17:00:00
OPP-796,Jadeport Assurance - Cloud Migration,ACC-10713,JADEPORT ASSURANCE S.A.,Mateo López,Cloud & Infrastructure,Cloud Migration,Lost,0,595 000,EUR,2024-09-19,2025-08-03,2025-01-02,Not a Fit,Event / Webinar,2025-01-02,2025-01-02 17:47:20
OPP-980,Gallway Renewables - Managed SOC,ACC-10678,Gallway Renewables B.V.,Sara Andersson  ,Cybersecurity,Managed SOC,Closed Lost,0,479500,EUR,2024-10-29,2025-03-22,2024-12-16,No Budget,Event / Webinar,2024-12-16,2024-12-16 17:35:31
OPP-932,Vektor Motorenwerk - SAP S/4HANA Implementation,ACC-10510,VEKTOR MOTORENWERK SE,Julia Hoffmann,ERP & Business Apps,SAP S/4HANA Implementation,Closed - Lost,0,381500.00,€,2024-10-18,2025-01-23,2025-05-12,Not a Fit,Partner Referral,2025-05-12,2025-05-12 17:00:00
OPP-73,Stellaris Industries - Security Assessment,ACC-10084,Stellaris Industries SE,Felix Wagner,Cybersecurity,Security Assessment,closed lost,0,57500,EUR,2024-04-18,2024-10-29,2024-05-26,No decision,Outbound - SDR,2024-05-26,2024-05-26 22:20:09
OPP-455,Hansa Bank - SAP S/4HANA Implementation,ACC-10555,Hansa Bank SA,C. Bernard,ERP & Business Apps,SAP S/4HANA Implementation,Closed - Lost,0,515500,EUR,2024-07-06,2024-10-27,2024-08-27,Timing / Postponed,Hyperscaler Co-sell,2024-08-27,2024-08-27 19:29:21
OPP-386,Arcadia Industries - Identity & Access Management,ACC-10623,Arcadia Industries S.A.,Jan Kowalski,Cybersecurity,Identity & Access Management,Closed Won,100%,268300,PLN,2024-06-22,2024-12-19,2024-09-19,,Inbound,2024-09-19,2024-09-19 20:40:45
OPP-620,Novara Authority - Security Assessment,ACC-10742,Novara Authority S.A.,Jan Kowalski,Cybersecurity,Security Assessment,Closed Won,100,172900,PLN,2024-08-11,2025-01-01,2025-01-29,,Referral,2025-01-29,2025-01-29 17:00:00
OPP-553,Alpenkraft Finance - Cloud Migration,ACC-10738,ALPENKRAFT FINANCE SA,chloé martin,Cloud & Infrastructure,Cloud Migration,closed lost,0,461 000,EUR,2024-07-25,2025-01-15,2024-08-06,No Budget,Hyperscaler Co-sell,2024-08-06,2024-08-06 17:00:00
OPP-190,Delta Consumer - Managed Cloud Services,ACC-10608,Delta Consumer AG,Lukas Schneider,CLOUD,Managed Cloud Services,Closed Lost,0,88000,,2024-05-12,2024-07-27,2024-09-25,Too expensive,Inbound - Website,2024-09-25,2024-09-25 17:00:00
OPP-565,Arcadia Utilities - Managed SOC,ACC-10595,Arcadia Utilities N.V.,Sara Andersson,Cybersecurity,Managed SOC,closed lost,0%,"1,128,500.00",EUR,2024-07-29,2024-11-22,28/10/2024,Timing / Postponed,Inbound - Website,2024-10-28,2024-10-28 17:00:00
OPP-300,Pionier Brands - Analytics & BI,ACC-10586,Pionier Brands S.A.,Marco Rossi,Data and AI,Analytics & BI,Won,100,91000,EUR,2024-06-05,2024-12-17,,,Partner Referral,2024-10-14,2024-10-14 22:11:16
OPP-320,Dunmore Freight - SAP S/4HANA Implementation,ACC-10432,Dunmore Freight S.p.A.,"Conti, Paolo",ERP & Business Apps,SAP S/4HANA Implementation,Closed Won,100,"629,500.00",EUR,2024-06-08,2024-10-15,2025-09-06,,Inbound - Website,2025-09-06,2025-09-06 17:00:00
OPP-845,Harbour Automotive - AI & GenAI Solutions,ACC-10353,Harbour Automotive S.L.,Marco Rossi,Data & AI,AI & GenAI Solutions,Closed Lost,0,192000,EUR,2024-09-28,2025-01-12,2025-02-12,Stalled,SDR,2025-02-12,2025-02-12 17:02:25
OPP-129,Gallway Renewables - SAP S/4HANA Implementation,ACC-10678,Gallway Renewables B.V.,Lena Fischer,ERP & Business Apps,SAP S/4HANA Implementation,Closed Lost,0,1538500,EUR,2024-04-29,27/08/2024,2024-06-29,No decision,Partner Referral,2024-06-29,2024-06-29 17:00:00
OPP-239,Vektor Invest - Salesforce Implementation,ACC-10150,Vektor Invest Sp. z o.o.,Lena Fischer,ERP & Business Apps,Salesforce Implementation,Closed Lost,0%,1149300,PLN,2024-05-23,2024-11-26,2024-07-07,Not qualified,Event / Webinar,2024-07-07,2024-07-07 19:13:30
OPP-466,Corvina Broadcast - Application Support,ACC-10592,CORVINA BROADCAST B.V.,Lena Fischer,ERP & Business Apps,Application Support,Closed Lost,0,18500,EUR,2024-07-09,2024-11-03,2024-11-03,Timing,Outbound - SDR,03/11/2024,2024-11-03 17:00:00
OPP-327,Saxon Clinics - SAP S/4HANA Implementation,ACC-10499,Saxon Clinics SA,Camille Bernard,ERP and Business Applications,SAP S/4HANA Implementation,Closed Lost,0,,,10/06/2024,2024-10-12,2024-09-16,No Budget,Outbound - SDR,2024-09-16,2024-09-16 17:00:00
OPP-920,Bergmann Consumer - Analytics & BI,ACC-10247,Bergmann Consumer S.A.,Marco Rossi  ,Data & AI,Analytics & BI,closed lost,0%,39500,eur,2024-10-14,2025-02-20,2025-05-18,Lost to Competitor,Inbound - Website,2025-05-18,2025-05-18 17:00:00
OPP-462,Aurora Utilities - Security Assessment,ACC-10151,Aurora Utilities S.r.l.,Isabel Ferreira,Cybersecurity,Security Assessment,Closed Won,100,36500.00,EUR,2024-07-08,2024-11-20,2024-11-15,,Event,2024-11-15,2024-11-15 20:48:58
OPP-629,Arcadia Renewables - AI & GenAI Solutions,ACC-10625,Arcadia Renewables SA,Hugo Laurent,Data&AI,AI & GenAI Solutions,Closed - Lost,0%,127000,eur,2024-08-13,2024-12-20,2024-08-28,No Decision / Stalled,Event,2024-08-28,2024-08-28 17:00:00
OPP-163,Dunmore Logistics - Salesforce Implementation,ACC-10057,Dunmore Logistics S.L.,paolo conti,ERP & Business Apps,Salesforce Implementation,Closed Lost,0%,46500.00,EUR,2024-05-04,2024-11-28,2024-06-13,No decision,Event / Webinar,2024-06-13,2024-06-13 23:18:09
OPP-205,Borealis Clinics - Data Platform Modernisation,ACC-10397,Borealis Clinics B.V.,Emma de Vries,Data&AI,Data Platform Modernisation,Closed Lost,0,435 500,EUR,2024-05-16,2024-09-24,2025-01-27,No Budget,Outbound - SDR,2025-01-27,2025-01-27 17:00:00
OPP-715,Kronberg Municipal Services - Cloud Migration,ACC-10318,Kronberg Municipal Services Oyj,freja nielsen,Cloud & Infrastructure,Cloud Migration,Closed Won,100,243500,EUR,2024-09-01,2025-01-19,2025-08-12,,Outbound - SDR,2025-08-12,2025-08-12 17:00:00
OPP-790,Granite Public Services - AI & GenAI Solutions,ACC-10614,Granite Public Services A/S,mikael lindqvist,Data & AI,AI & GenAI Solutions,Closed Lost,0,920800.00,DKK,2024-09-19,2025-01-14,2024-12-03,No decision,Webinar,2024-12-03,2024-12-03 17:50:30
OPP-731,Danubia Motorenwerk - Application Support,ACC-10248,DANUBIA MOTORENWERK AG,Julia Hoffmann,ERP and Business Applications,Application Support,Closed Won,100%,177500,EUR,2024-09-03,2024-12-13,2025-01-01,,Outbound - SDR,2025-01-01,2025-01-01 17:00:00
OPP-762,Olympia Media - Data Platform Modernisation,ACC-10219,Olympia Media Sp. z o.o.,Katarzyna Nowak,Data & AI,Data Platform Modernisation,Closed Lost,0%,742500,PLN,2024-09-13,2025-01-20,2024-09-26,Not a Fit,Event / Webinar,2024-09-26,2024-09-26 17:00:00
OPP-779,Baltica Municipal Services - Security Assessment,ACC-10137,Baltica Municipal Services SAS,David Moreau,Cybersecurity,Security Assessment,Closed Lost,0%,89000,EUR,2024-09-17,2025-05-17,2024-11-26,No Decision / Stalled,Event / Webinar,2024-11-26,2024-11-26 23:51:38
OPP-146,Orion Health - Managed SOC,ACC-10244,Orion Health s.r.o.,Jan Kowalski,Cybersecurity,Managed SOC,closed lost,0%,6679900,CZK,2024-05-02,2024-08-21,2024-05-16,No Budget,AWS/Azure Co-sell,2024-05-16,2024-05-16 17:00:00
OPP-298,Fontaine Industries - Data Platform Modernisation,ACC-10695,Fontaine Industries AB,Mikael Lindqvist,Data & AI,Data Platform Modernisation,Lost,0,1211700,SEK,2024-06-04,2024-10-24,2024-06-17,Not a Fit,Partner Referral,2024-06-17,2024-06-17 17:00:00
OPP-601,Juniper Retail - Managed SOC,ACC-10197,Juniper Retail SA,David Moreau,Cybersecurity,Managed SOC,Closed Lost,0,431000,EUR,2024-08-05,2024-12-17,2024-08-16,No fit,Outbound - SDR,2024-08-16,2024-08-16 17:00:00
OPP-530,Atlas Mobility - Data Platform Modernisation,ACC-10236,Atlas Mobility S.A.,Katarzyna Nowak,Data & AI,Data Platform Modernisation,5 - Closed Won,100%,950500,,2024-07-20,2024-11-01,2025-06-25,,Hyperscaler Co-sell,2025-06-25,2025-06-25 17:00:00
